job_id,title,employer,sector,source,salary_min,salary_max,location,latitude,longitude,remote,posted_date,url,zip,confidence
DE-12800683-25-TM,COMPUTER ENGINEER,Air Force Civilian Career Training,federal,usajobs,56763,88225,"Austin, Texas",30.2676,-97.743,,2025-10-01T00:00:00.0000,https://www.usajobs.gov:443/job/847080100,78738,0.62
E-26-2210-PAQ-12800560-GLH,IT SPECIALIST,Air Force Civilian Career Training,federal,usajobs,56763,88225,"Austin, Texas",30.2676,-97.743,,2025-10-01T00:00:00.0000,https://www.usajobs.gov:443/job/847096900,78738,0.62
E-26-0855-12808179-TVM,Electronic Engineer,Air Force Civilian Career Training,federal,usajobs,55486,83525,"Austin, Texas",30.2676,-97.743,,2025-10-01T00:00:00.0000,https://www.usajobs.gov:443/job/847097100,78738,0.62
SAB-26-Q1-CI,Special Agent,U.S. Secret Service,federal,usajobs,48371,117034,"Austin, Texas",30.2676,-97.743,,2025-10-01T00:00:00.0000,https://www.usajobs.gov:443/job/847106700,78738,0.62
FSA-12854630-IMP-MM,Information Management Specialist,Farm Service Agency,federal,usajobs,143913,187093,"Austin, Texas",30.2676,-97.743,,2025-12-22T12:12:51.5100,https://www.usajobs.gov:443/job/853048000,78738,0.62
FSA-25-12856428-IMP-MM,Agricultural Program Specialist,Farm Service Agency,federal,usajobs,105383,137000,"Austin, Texas",30.2676,-97.743,,2025-12-23T00:00:00.0000,https://www.usajobs.gov:443/job/853015000,78738,0.62
USBP-IMP-12857445-JRB,ASSET FORFEITURE SPECIALIST,Customs and Border Protection,federal,usajobs,106437,138370,"Austin, Texas",30.2676,-97.743,,2025-12-31T00:00:00.0000,https://www.usajobs.gov:443/job/853162500,78738,0.62
FSA-26-12856161-MP-TX-WS,Supervisory Agricultural District Director,Farm Service Agency,federal,usajobs,105383,137000,"Austin, Texas",30.2676,-97.743,,2025-12-29T00:00:00.0000,https://www.usajobs.gov:443/job/853174900,78738,0.62
26-OST-IMP-12839399-CLG,Supervisory Forensic Auditor (District Manager),"Bureau of Alcohol, Tobacco, Firearms, and Explosives",federal,usajobs,106382,138296,"Austin, Texas",30.2676,-97.743,,2025-12-23T00:00:00.0000,https://www.usajobs.gov:443/job/853180700,78738,0.62
26-FIRE-R5RE-FFTR-34DH,Wildland Firefighter - Fire Suppression,Forest Service,federal,usajobs,44112,62955,"Austin, Texas",30.2676,-97.743,,2026-01-05T00:00:00.0000,https://www.usajobs.gov:443/job/853196600,78738,0.62
ACT-FAA-26-PUB NOT-96787,"Public Notice for General Inspection, Investigation, Enforcement, and Compliance (Direct Hire)",Federal Aviation Administration,federal,usajobs,52998,172257,"Austin, Texas",30.2676,-97.743,,2025-12-30T00:00:00.0000,https://www.usajobs.gov:443/job/853256200,78738,0.62
AEA-AFS-26-CCD-96802,Supervisory Aviation Safety Inspector (Front Line Manager),Federal Aviation Administration,federal,usajobs,94544,146571,"Austin, Texas",30.2676,-97.743,,2025-12-30T00:00:00.0000,https://www.usajobs.gov:443/job/853290600,78738,0.62
26-TEMPF4-R1-2PC027-5DH,Wildland Firefighter (Helitack),Forest Service,federal,usajobs,25.12,25.12,"Austin, Texas",30.2676,-97.743,,2025-12-31T00:00:00.0000,https://www.usajobs.gov:443/job/853295900,78738,0.62
26-TEMPF4-R1-2PC028-5DH,Wildland Firefighter,Forest Service,federal,usajobs,25.12,25.12,"Austin, Texas",30.2676,-97.743,,2025-12-31T00:00:00.0000,https://www.usajobs.gov:443/job/853296000,78738,0.62
26-TEMPF4-R1-2PC029-5DH,Wildland Firefigher,Forest Service,federal,usajobs,25.12,25.12,"Austin, Texas",30.2676,-97.743,,2025-12-31T00:00:00.0000,https://www.usajobs.gov:443/job/853296300,78738,0.62
26-TEMPF4-R1-2PC030-5DH,Wildland Firefighter (Fire Engine Operation),Forest Service,federal,usajobs,25.12,25.12,"Austin, Texas",30.2676,-97.743,,2025-12-31T00:00:00.0000,https://www.usajobs.gov:443/job/853296400,78738,0.62
CAZM-12843483-26-JMS,Physician - Radiology Diagnostic (Deputy Chief) - EDRP and Recruitment/Relocation May be Authorized,Veterans Health Administration,federal,usajobs,355180,400000,"Austin, Texas",30.2676,-97.743,,2025-12-03T16:48:28.8470,https://www.usajobs.gov:443/job/851523200,78738,0.62
26-TEMPF4-R1-2SC015-4DH,Wildland Firefighter (Fuels Management),Forest Service,federal,usajobs,22.97,22.97,"Austin, Texas",30.2676,-97.743,,2025-12-31T00:00:00.0000,https://www.usajobs.gov:443/job/853296900,78738,0.62
NIGC-26-EW-002(EXC),Public Affairs Specialist (Intern),Office of the Secretary of the Interior,federal,usajobs,27.66,35.97,"Austin, Texas",30.2676,-97.743,,2025-12-22T00:00:00.0000,https://www.usajobs.gov:443/job/852954800,78738,0.62
12854514-NRC-IMP-25,FOIA Assistant (OA),Citizenship and Immigration Services,federal,usajobs,50775,66012,"Austin, Texas",30.2676,-97.743,,2026-01-05T00:00:00.0000,https://www.usajobs.gov:443/job/852710900,78738,0.62
DESTIMP-12815259-26-VL,Special Agent - Psychology/Counseling Background,Federal Bureau of Investigation,federal,usajobs,99461,128329,"Austin, Texas",30.2676,-97.743,,2025-12-31T12:38:36.0730,https://www.usajobs.gov:443/job/847985600,78738,0.62
DESTIMP-12815070-26-VL,Special Agent - Law Enforcement/ Military Background,Federal Bureau of Investigation,federal,usajobs,99461,128329,"Austin, Texas",30.2676,-97.743,,2025-12-31T11:46:33.1830,https://www.usajobs.gov:443/job/847970200,78738,0.62
DEST-12815163-26-VL,Special Agent - Law/Legal Background,Federal Bureau of Investigation,federal,usajobs,99461,128329,"Austin, Texas",30.2676,-97.743,,2025-12-31T11:56:48.8730,https://www.usajobs.gov:443/job/847974700,78738,0.62
DESTIMP-12815202-26-VL,Special Agent - Linguists/Foreign Language Background,Federal Bureau of Investigation,federal,usajobs,99461,128329,"Austin, Texas",30.2676,-97.743,,2025-12-31T12:05:35.6070,https://www.usajobs.gov:443/job/847978500,78738,0.62
DESTIMP-12815223-26-VL,Special Agent - STEM Background,Federal Bureau of Investigation,federal,usajobs,99461,128329,"Austin, Texas",30.2676,-97.743,,2025-12-31T12:24:37.3800,https://www.usajobs.gov:443/job/847980000,78738,0.62
DESTIMP-12815230-26-VL,Special Agent -  Accounting/Finance Background,Federal Bureau of Investigation,federal,usajobs,99461,128329,"Austin, Texas",30.2676,-97.743,,2025-12-31T12:29:45.8570,https://www.usajobs.gov:443/job/847981900,78738,0.62
DESTIMP-12815248-26-VL,Special Agent - Education/Teaching Background,Federal Bureau of Investigation,federal,usajobs,99461,128329,"Austin, Texas",30.2676,-97.743,,2025-12-31T12:35:14.2000,https://www.usajobs.gov:443/job/847984400,78738,0.62
DESTIMP-12815267-26-VL,Special Agent - Healthcare Services/Medical Background,Federal Bureau of Investigation,federal,usajobs,99461,128329,"Austin, Texas",30.2676,-97.743,,2025-12-31T12:43:04.0600,https://www.usajobs.gov:443/job/847987400,78738,0.62
E-26-1550-PAQ-12835852-TVM,COMPUTER SCIENTIST,Air Force Civilian Career Training,federal,usajobs,56763,88225,"Austin, Texas",30.2676,-97.743,,2025-10-01T00:00:00.0000,https://www.usajobs.gov:443/job/852682400,78738,0.62
DESTIMP-12815278-26-VL,Special Agent - Cybersecurity/Technology Background,Federal Bureau of Investigation,federal,usajobs,99461,128329,"Austin, Texas",30.2676,-97.743,,2025-12-31T12:46:57.4130,https://www.usajobs.gov:443/job/847989800,78738,0.62
CAZM-12815170-26-LMB,Licensed Professional Mental Health Counselor (BHIP) - EDRP Approved,Veterans Health Administration,federal,usajobs,73939,98817,"Austin, Texas",30.2676,-97.743,,2025-10-14T09:06:25.5230,https://www.usajobs.gov:443/job/848026900,78738,0.62
CAZM-12815170-26-LMB,Licensed Professional Mental Health Counselor (BHIP) - EDRP Approved,Veterans Health Administration,federal,usajobs,73939,98817,"Cedar Park, Texas",30.506605,-97.82189,,2025-10-14T09:06:25.5230,https://www.usajobs.gov:443/job/848026900,78738,0.62
CAZM-12812603-22-JG,Staff Physician - Ophthalmology (Ophthalmologist - Glaucoma Specialist),Veterans Health Administration,federal,usajobs,325000,400000,"Austin, Texas",30.2676,-97.743,,2025-10-17T00:00:00.0000,https://www.usajobs.gov:443/job/848367400,78738,0.62
DESTIMP-12814952-26-VL,Special Agent - Current Federal 1811s Only,Federal Bureau of Investigation,federal,usajobs,99461,164785,"Austin, Texas",30.2676,-97.743,,2025-12-31T11:14:45.7530,https://www.usajobs.gov:443/job/847955600,78738,0.62
FAA-ATO-26-PUBNOT-96438,Air Traffic Control Specialist (Direct Hire Enhanced CTI Program/E-CTI),Federal Aviation Administration,federal,usajobs,46560,175785,"Austin, Texas",30.2676,-97.743,,2025-10-03T00:00:00.0000,https://www.usajobs.gov:443/job/847388600,78738,0.62
FAA-AHF-26-PUB NOT-96448,"PUBLIC NOTICE - Airway Transportation Systems Specialist (G- ENV, RAD, NAV, AUT, COM & F ENTRY)",Federal Aviation Administration,federal,usajobs,68863,82154,"Austin, Texas",30.2676,-97.743,,2025-10-03T00:00:00.0000,https://www.usajobs.gov:443/job/847375300,78738,0.62
FAA-FAA-26-PUB NOT-96466,Public Notice for Air Traffic Control Specialist (Direct Hire),Federal Aviation Administration,federal,usajobs,43727,165088,"Austin, Texas",30.2676,-97.743,,2025-10-03T00:00:00.0000,https://www.usajobs.gov:443/job/847375100,78738,0.62
CAZM-12843484-26-JMS,Podiatrist - Radiology Diagnostic Deputy Chief,Veterans Health Administration,federal,usajobs,355180,400000,"Austin, Texas",30.2676,-97.743,,2025-12-03T16:54:37.9870,https://www.usajobs.gov:443/job/851524300,78738,0.62
AIA 26-3 12840881,Air Interdiction Agent,Customs and Border Protection,federal,usajobs,85270,110846,"Austin, Texas",30.2676,-97.743,,2025-12-08T00:00:00.0000,https://www.usajobs.gov:443/job/851775500,78738,0.62
MIA 26-2 12840950,Marine Interdiction Agent,Customs and Border Protection,federal,usajobs,73939,96116,"Austin, Texas",30.2676,-97.743,,2025-12-08T00:00:00.0000,https://www.usajobs.gov:443/job/851777200,78738,0.62
IHSC-HOU-HOST-O6-S-2026,"Health Operation Support Team, Health Service Administrator (O-6 Billet) Supervisory",Immigration and Customs Enforcement,federal,usajobs,1,150000,"Austin, Texas",30.2676,-97.743,,2025-12-10T00:00:00.0000,https://www.usajobs.gov:443/job/851938200,78738,0.62
AAC-FAA-26-PUB NOT-96467,Public Notice for General Engineer (Direct Hire),Federal Aviation Administration,federal,usajobs,34454,162672,"Austin, Texas",30.2676,-97.743,,2025-12-12T00:00:00.0000,https://www.usajobs.gov:443/job/852270000,78738,0.62
AAC-FAA-26-PUB NOT-96672,Public Notice for Aerospace Engineer (Direct Hire),Federal Aviation Administration,federal,usajobs,34454,162672,"Austin, Texas",30.2676,-97.743,,2025-12-12T00:00:00.0000,https://www.usajobs.gov:443/job/852272900,78738,0.62
IHSC-IPU-PMO-O5-NS-2026,"Personnel Management Officer, IHSC Personnel Unit (O-5 Billet) Non-Supervisory",Immigration and Customs Enforcement,federal,usajobs,1,150000,"Austin, Texas",30.2676,-97.743,,2025-11-04T00:00:00.0000,https://www.usajobs.gov:443/job/852423100,78738,0.62
AAC-AFN-26-AMA230-96660,Aviation Safety Inspector  (GA Operations Instructor),Federal Aviation Administration,federal,usajobs,106382,138296,"Austin, Texas",30.2676,-97.743,,2025-12-16T00:00:00.0000,https://www.usajobs.gov:443/job/852480200,78738,0.62
AAC-AFN-26-AMA250-96665,Aviation Safety Inspector  (Airworthiness Instructor),Federal Aviation Administration,federal,usajobs,106382,138296,"Austin, Texas",30.2676,-97.743,,2025-12-16T00:00:00.0000,https://www.usajobs.gov:443/job/852481700,78738,0.62
26-FO-IMP-12802366-ADB,Supervisory Criminal Investigator (National Response Team Supervisor),"Bureau of Alcohol, Tobacco, Firearms, and Explosives",federal,usajobs,106382,138296,"Austin, Texas",30.2676,-97.743,,2025-12-16T00:00:00.0000,https://www.usajobs.gov:443/job/852532200,78738,0.62
BLM-OR-12842026-DE-LLD,Safety & Occupational Health Specialist,Bureau of Land Management,federal,usajobs,61111,96116,"Austin, Texas",30.2676,-97.743,,2025-12-19T00:00:00.0000,https://www.usajobs.gov:443/job/852642500,78738,0.62
26-FO-ST-12840150-RT,Criminal Investigator (Special Agent) (Open Continuous Announcement),"Bureau of Alcohol, Tobacco, Firearms, and Explosives",federal,usajobs,73939,171268,"Austin, Texas",30.2676,-97.743,,2025-11-21T00:00:00.0000,https://www.usajobs.gov:443/job/850788500,78738,0.62
26-TEMP4-R2-FS2855-5DT-LH,Automotive Equipment Dispatcher,Forest Service,federal,usajobs,19.33,19.33,"Austin, Texas",30.2676,-97.743,,2025-12-31T00:00:00.0000,https://www.usajobs.gov:443/job/853300300,78738,0.62
26-TEMP4-R2-FS2856-4DH,Forestry Technician (Lookout),Forest Service,federal,usajobs,17.64,17.64,"Austin, Texas",30.2676,-97.743,,2025-12-31T00:00:00.0000,https://www.usajobs.gov:443/job/853300700,78738,0.62
26-TEMPF4-R4-2SC045-5DH,Wildland Firefighter (Aviation),Forest Service,federal,usajobs,25.12,25.12,"Austin, Texas",30.2676,-97.743,,2025-12-31T00:00:00.0000,https://www.usajobs.gov:443/job/853301600,78738,0.62
26-TEMP4-R4-FS2539-4DT-GD,Materials Handler,Forest Service,federal,usajobs,20.54,20.58,"Austin, Texas",30.2676,-97.743,,2025-12-31T00:00:00.0000,https://www.usajobs.gov:443/job/853302200,78738,0.62
26-TEMPF4-R2-2PC036-6DH,Wildland Firefighter (Smokejumper),Forest Service,federal,usajobs,27.36,27.36,"Austin, Texas",30.2676,-97.743,,2025-12-31T00:00:00.0000,https://www.usajobs.gov:443/job/853298500,78738,0.62
5546419194,Sales Counselor - $43k - $60k  Annual Bonus,Lifespace Communities,private,adzuna,140155.36,140155.36,"Sunset Valley, Travis County",30.2643,-97.86534,False,2025-12-17T19:12:49Z,https://www.adzuna.com/details/5546419194?utm_medium=api&utm_source=516145e7,78738,0.6
5561766587,MDS Coordinator (E),Lifespace Communities,private,adzuna,94932.04,94932.04,"Sunset Valley, Travis County",30.2643,-97.86534,False,2025-12-31T19:32:28Z,https://www.adzuna.com/details/5561766587?utm_medium=api&utm_source=516145e7,78738,0.6
5428700656,"Houseparents, Full-Time - Relocation to Hershey, PA Required",Milton Hershey School,private,adzuna,62646.04,62646.04,"Jonestown, Travis County",30.495475,-97.923347,False,2025-10-03T01:06:11Z,https://www.adzuna.com/land/ad/5428700656?se=3jd_jTbr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=F7AA7CCF49E30BA0C34683F3E40D89174405041A,78738,0.56
5562451058,Operating Room Nurse PRN,Surgicare of South Austin,private,adzuna,61914.18,61914.18,"Cedar Park, Williamson County",30.497311,-97.827557,False,2026-01-01T05:32:51Z,https://www.adzuna.com/land/ad/5562451058?se=3jd_jTbr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=05C8FC60E910C2AE6D7974FBF9A843FC75A01014,78738,0.53
5428712649,"Youth Development Specialist - Relocation to Hershey, PA Required",Milton Hershey School,private,adzuna,67815.82,67815.82,"Cedar Park, Williamson County",30.497311,-97.827557,False,2025-10-03T01:19:48Z,https://www.adzuna.com/land/ad/5428712649?se=3jd_jTbr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=4D3883B207225D7D4F99FEA514591BC62E8D74A4,78738,0.53
5107256504,Nuclear Medicine Technologist,St. David's South Austin Medical Center,private,adzuna,101602.16,101602.16,"Travis Heights, Travis County",30.244865,-97.765554,False,2025-03-23T00:29:49Z,https://www.adzuna.com/land/ad/5107256504?se=3jd_jTbr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=3954339D99F4004BC90CAC56B18274BD10436F01,78738,0.53
5474354959,Radiology Technologist PRN,St. David's South Austin Medical Center,private,adzuna,61958.6,61958.6,"Cedar Park, Williamson County",30.497311,-97.827557,False,2025-11-01T03:08:08Z,https://www.adzuna.com/land/ad/5474354959?se=JNsPjDbr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=7768EC401570E1607F789F12DFD48D2A7C1B1A72,78738,0.53
5469305245,Registered Respiratory Therapist RRT Seasonal,St. David's South Austin Medical Center,private,adzuna,217982.39,217982.39,"Travis Heights, Travis County",30.244865,-97.765554,False,2025-10-29T06:56:18Z,https://www.adzuna.com/land/ad/5469305245?se=3jd_jTbr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=DD50571920E1BD19D23D6256D511C1B405B8A6AE,78738,0.53
5107256765,Nuclear Medicine Technologist PRN,St. David's South Austin Medical Center,private,adzuna,88327.38,88327.38,"Cedar Park, Williamson County",30.497311,-97.827557,False,2025-03-23T00:30:04Z,https://www.adzuna.com/land/ad/5107256765?se=3jd_jTbr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=B187B27F7BC3289FF51600F986CE35DC0E246598,78738,0.53
5562451885,Registered Nurse Case Manager PRN,St. David's South Austin Medical Center,private,adzuna,80538.89,80538.89,"Cedar Park, Williamson County",30.497311,-97.827557,False,2026-01-01T05:33:01Z,https://www.adzuna.com/land/ad/5562451885?se=3jd_jTbr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=F3B577A56B5775A189A08C049F61CB7A4F3158A0,78738,0.53
5486835651,RN-ICU,Ascension,private,adzuna,98763.42,98763.42,"Cedar Park, Williamson County",30.497311,-97.827557,False,2025-11-08T04:28:01Z,https://www.adzuna.com/land/ad/5486835651?se=3jd_jTbr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=3578644254F2593FA5B4D21CA1CDBCA08B32A99B,78738,0.53
5434472435,Physical Therapist (PT) PRN,Encompass Health Rehabilitation Hospital of Austin,private,adzuna,154806.34,154806.34,"Oak Hill, Travis County",30.20735,-97.79736,False,2025-10-06T17:44:14Z,https://www.adzuna.com/land/ad/5434472435?se=JNsPjDbr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=B2BF9D7B89BA769446A2800334214F91559A6CEC,78738,0.53
5566686198,AMPLIFY Mental Health Therapist Associate Fellowship,Dell Medical School,private,adzuna,55290.84,55290.84,"Austin, Travis County",30.271158,-97.741701,False,2026-01-03T19:56:32Z,https://www.adzuna.com/details/5566686198?utm_medium=api&utm_source=516145e7,78738,0.52
5569290221,Clinical Research Associate I,Dell Medical School,private,adzuna,54167.87,54167.87,"Austin, Travis County",30.271158,-97.741701,False,2026-01-05T20:04:13Z,https://www.adzuna.com/details/5569290221?utm_medium=api&utm_source=516145e7,78738,0.52
5569290220,Research Associate I,Dell Medical School,private,adzuna,59011.57,59011.57,"Austin, Travis County",30.271158,-97.741701,False,2026-01-05T20:04:13Z,https://www.adzuna.com/details/5569290220?utm_medium=api&utm_source=516145e7,78738,0.52
5562450624,Registered Nurse Labor and Delivery PRN,St. David's Medical Center,private,adzuna,106982.59,106982.59,"Austin, Travis County",30.293042,-97.737245,False,2026-01-01T05:32:46Z,https://www.adzuna.com/land/ad/5562450624?se=3jd_jTbr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=3F672CFEB57BF2D961F19D19F810D7E123BBA02B,78738,0.52
5569290215,"Medical Assistant, Women’s Health",Dell Medical School,private,adzuna,32448.12,32448.12,"Austin, Travis County",30.286109,-97.735031,False,2026-01-05T20:04:13Z,https://www.adzuna.com/details/5569290215?utm_medium=api&utm_source=516145e7,78738,0.52
5569290222,Research Associate III,Dell Medical School,private,adzuna,56636.09,56636.09,"Austin, Travis County",30.271158,-97.741701,False,2026-01-05T20:04:13Z,https://www.adzuna.com/details/5569290222?utm_medium=api&utm_source=516145e7,78738,0.52
5569334051,Delivery Driver,Freytag Florist Inc,private,adzuna,42299.31,42299.31,"Camp Mabry, Travis County",30.350019,-97.733422,False,2026-01-05T20:35:52Z,https://www.adzuna.com/details/5569334051?utm_medium=api&utm_source=516145e7,78738,0.52
5569290203,"Medical Assistant, Medical Specialties",Dell Medical School,private,adzuna,47221.19,47221.19,"Austin, Travis County",30.271158,-97.741701,False,2026-01-05T20:04:13Z,https://www.adzuna.com/details/5569290203?utm_medium=api&utm_source=516145e7,78738,0.52
5564075960,Advanced Practice Provider Night Shift Cardiac Critical Care (Relocation Provided),Dell Medical School,private,adzuna,102244.37,102244.37,"Austin, Travis County",30.286109,-97.735031,False,2026-01-01T20:06:58Z,https://www.adzuna.com/details/5564075960?utm_medium=api&utm_source=516145e7,78738,0.52
5377478987,Special Procedures Technologist,St. David's Medical Center,private,adzuna,75001.38,75001.38,"Austin, Travis County",30.293042,-97.737245,False,2025-09-01T06:30:22Z,https://www.adzuna.com/land/ad/5377478987?se=3jd_jTbr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=FAF41B5DB687332A15D30A25D0906252812747BF,78738,0.52
5562445253,Cardiac Anesthesiology Physician,AMN Healthcare,private,adzuna,94154.2,94154.2,"Austin, Travis County",30.293042,-97.737245,False,2026-01-01T05:20:57Z,https://www.adzuna.com/land/ad/5562445253?se=3jd_jTbr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=5E0CB605627ACF24C5FD2776785A4200C80FD44E,78738,0.52
5450923002,Cath Lab Technologist,Ascension,private,adzuna,176744.33,176744.33,"Austin, Travis County",30.293042,-97.737245,False,2025-10-16T18:17:18Z,https://www.adzuna.com/land/ad/5450923002?se=3jd_jTbr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=F2EB32B9C4EF389FD44D6151AB6401B00428F80F,78738,0.52
5562691059,Compliance Manager - Austin Texas Corp Office,Efinity Mortgage,private,adzuna,90000,90000,"Austin, Travis County",30.271158,-97.741701,False,2026-01-01T07:57:43Z,https://www.adzuna.com/details/5562691059?utm_medium=api&utm_source=516145e7,78738,0.52
5564075913,Pediatric Cardiac Acute Care Advanced Practice Provider,Dell Medical School,private,adzuna,130647.13,130647.13,"Austin, Travis County",30.271158,-97.741701,False,2026-01-01T20:06:58Z,https://www.adzuna.com/details/5564075913?utm_medium=api&utm_source=516145e7,78738,0.52
5563935327,"Maintenance Technician Opportunities - Austin, Texas","Dominium Management Services, LLC",private,adzuna,70055.39,70055.39,"Bluff Springs, Travis County",30.18793,-97.749258,False,2026-01-01T19:38:24Z,https://www.adzuna.com/details/5563935327?utm_medium=api&utm_source=516145e7,78738,0.49
5563938622,Creative Director,Torchy's Tacos,private,adzuna,179778.64,179778.64,"Sprinkle, Travis County",30.307418,-97.683871,False,2026-01-01T19:39:44Z,https://www.adzuna.com/details/5563938622?utm_medium=api&utm_source=516145e7,78738,0.48
5540560551,Certified Surgical Technologist,Ascension,private,adzuna,103174.51,103174.51,"Sprinkle, Travis County",30.307418,-97.683871,False,2025-12-12T21:11:06Z,https://www.adzuna.com/land/ad/5540560551?se=3jd_jTbr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=5DCA4A2283F5424F3680B43CB3731A61A7F84897,78738,0.48
5564075922,Pediatric Cardiac Critical Care and Congenital Heart Disease Advanced Practice Provider,Dell Medical School,private,adzuna,171295.69,171295.69,"Sprinkle, Travis County",30.307418,-97.683871,False,2026-01-01T20:06:58Z,https://www.adzuna.com/details/5564075922?utm_medium=api&utm_source=516145e7,78738,0.48
5545549160,CT Technologist,Ascension,private,adzuna,193419.92,193419.92,"Sprinkle, Travis County",30.307418,-97.683871,False,2025-12-17T06:00:40Z,https://www.adzuna.com/land/ad/5545549160?se=3jd_jTbr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=C5757F68A3CE240F2A7FEDBC6D3B39509D81B9A9,78738,0.48
5569290058,Erie Home - Roofing IP,Erie Home,private,adzuna,78114.52,78114.52,"Dessau, Travis County",30.362762,-97.646419,False,2026-01-05T20:04:10Z,https://www.adzuna.com/details/5569290058?utm_medium=api&utm_source=516145e7,78738,0.46
5563935086,Apartment Maintenance Technician,"Dominium Management Services, LLC",private,adzuna,45640.77,45640.77,"Buda, Hays County",30.07362,-97.84092,False,2026-01-01T19:38:22Z,https://www.adzuna.com/details/5563935086?utm_medium=api&utm_source=516145e7,78738,0.46
5562693878,Brand Ambassador - Demonstrators and Product Promoters,ABC Home and Commercial,private,adzuna,76519.02,76519.02,"Sprinkle, Travis County",30.292661,-97.631299,False,2026-01-01T07:58:17Z,https://www.adzuna.com/details/5562693878?utm_medium=api&utm_source=516145e7,78738,0.45
5537752310,Certified Surgical Technologist,HCA Healthcare,private,adzuna,48485.34,48485.34,"Round Rock, Williamson County",30.517477,-97.672068,False,2025-12-11T08:41:14Z,https://www.adzuna.com/land/ad/5537752310?se=3jd_jTbr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=01F157F7FCB612FABDC808708D58CEE71F8881BE,78738,0.43
5107257034,Nuclear Medicine Technologist,St. David's South Austin Medical Center,private,adzuna,82119.55,82119.55,"Pflugerville, Travis County",30.4383,-97.6206,False,2025-03-23T00:30:16Z,https://www.adzuna.com/land/ad/5107257034?se=JNsPjDbr8BGWUcRZCdVU_g&utm_medium=api&utm_source=516145e7&v=7FF2B23D0D17A363901F69815C13A6813CD6CE37,78738,0.43
