job_id,title,employer,sector,source,salary_min,salary_max,location,latitude,longitude,remote,posted_date,url,zip,confidence
Fl-12854711-AR-T32-26-170,FACILITY PLANS AND PROGRAMS MANAGEMENT SPECIALIST (TITLE 32),Army National Guard Units,federal,usajobs,88621,115213,"Saint Augustine, Florida",29.895767,-81.31555,,2025-12-16T12:51:51.8470,https://www.usajobs.gov:443/job/852583500,32082,0.61
5428714804,"Residential Youth Caregiver - Relocation to Hershey, PA Required",Milton Hershey School,private,adzuna,68265.7,68265.7,"Villano Beach, St. Johns County",29.995781,-81.367263,False,2025-10-03T01:20:12Z,https://www.adzuna.com/land/ad/5428714804?se=bixZ2Cjr8BG33eJMIhYvQQ&utm_medium=api&utm_source=516145e7&v=BAFB248C54EE5E7B8C4F9458DEE0224F0C9393B6,32082,0.6
DECA-26-12807112-OC-DE,Sales Store Checker,Defense Commissary Agency,federal,usajobs,17.3,21.3,"Mayport, Florida",30.3933,-81.43064,,2025-10-17T00:00:00.0000,https://www.usajobs.gov:443/job/848147200,32082,0.57
DECA-26-12807240-OC-DE,Store Worker,Defense Commissary Agency,federal,usajobs,20.22,26.1,"Mayport, Florida",30.3933,-81.43064,,2025-10-24T00:00:00.0000,https://www.usajobs.gov:443/job/848545700,32082,0.57
DECA-26-CCP-12847312-MP,Assistant Grocery Department Manager,Defense Commissary Agency,federal,usajobs,42679,74733,"Mayport, Florida",30.3933,-81.43064,,2025-12-14T11:17:50.3470,https://www.usajobs.gov:443/job/852397000,32082,0.57
DECA-26-CCP-12847505-MP,Grocery Department Manager,Defense Commissary Agency,federal,usajobs,47265,82108,"Mayport, Florida",30.3933,-81.43064,,2025-12-14T12:01:11.7230,https://www.usajobs.gov:443/job/852397500,32082,0.57
DECA-26-CCP-12847837-MP,Assistant Commissary Officer,Defense Commissary Agency,federal,usajobs,57489,117034,"Mayport, Florida",30.3933,-81.43064,,2025-12-14T12:32:51.4300,https://www.usajobs.gov:443/job/852398200,32082,0.57
DECA-26-CCP-12847965-MP,Commissary Officer,Defense Commissary Agency,federal,usajobs,63163,138296,"Mayport, Florida",30.3933,-81.43064,,2025-12-14T12:42:25.6100,https://www.usajobs.gov:443/job/852398300,32082,0.57
ST-12856807-26-ERH,PHYSICAL SCIENCE TECHNICIAN,"Commander, Navy Installations",federal,usajobs,61111,79443,"Mayport, Florida",30.3933,-81.43064,,2026-01-05T00:00:00.0000,https://www.usajobs.gov:443/job/853393200,32082,0.57
DECA-26-12807276-OC-DE,Meatcutting Worker,Defense Commissary Agency,federal,usajobs,20.22,26.1,"Mayport, Florida",30.3933,-81.43064,,2025-10-24T00:00:00.0000,https://www.usajobs.gov:443/job/848618700,32082,0.57
DE-12839562-26-PLD,SECURITY GUARD,"Commander, Navy Installations",federal,usajobs,44959,63537,"Mayport, Florida",30.3933,-81.43064,,2025-12-04T00:00:00.0000,https://www.usajobs.gov:443/job/851281200,32082,0.57
MYPT-26-12845997,Maintenance Helper,"Commander, Navy Installations",federal,usajobs,20.61,20.61,"Mayport, Florida",30.3933,-81.43064,,2025-12-23T11:03:42.4370,https://www.usajobs.gov:443/job/853142900,32082,0.57
DECA-26-12807169-OC-DE,Store Associate,Defense Commissary Agency,federal,usajobs,17.64,23.92,"Mayport, Florida",30.3933,-81.43064,,2025-10-17T00:00:00.0000,https://www.usajobs.gov:443/job/848150300,32082,0.57
DECA-26-CCP-12847082-MP,Produce Department Manager,Defense Commissary Agency,federal,usajobs,38407,67865,"Mayport, Florida",30.3933,-81.43064,,2025-12-14T10:46:00.0670,https://www.usajobs.gov:443/job/852396800,32082,0.57
DE-12838226-26-RJB,WELDING WORKER,Naval Air Systems Command,federal,usajobs,24.72,28.8,"Naval Air Station Jacksonville, Florida",30.2198,-81.6842,,2025-11-20T00:00:00.0000,https://www.usajobs.gov:443/job/850478800,32082,0.56
DE-12838804-26-NB,SHEET METAL WORKER (AIRCRAFT),Naval Air Systems Command,federal,usajobs,24.72,28.8,"Naval Air Station Jacksonville, Florida",30.2198,-81.6842,,2025-11-21T00:00:00.0000,https://www.usajobs.gov:443/job/850563800,32082,0.56
5562693128,"Emergency Veterinary Technician, FCVS",Ethos Veterinary Health,private,adzuna,47840,52000,"Jacksonville Beach, Duval County",30.28122,-81.41682,False,2026-01-01T07:58:11Z,https://www.adzuna.com/details/5562693128?utm_medium=api&utm_source=516145e7,32082,0.56
DE-12838294-26-WBO,ELECTRONICS WORKER,Naval Air Systems Command,federal,usajobs,24.72,28.8,"Naval Air Station Jacksonville, Florida",30.2198,-81.6842,,2025-11-24T00:00:00.0000,https://www.usajobs.gov:443/job/850549000,32082,0.56
DE-12842549-26-TEG,PRECISION MEASUREMENT EQUIPMENT CALIBRATOR,Naval Air Systems Command,federal,usajobs,28.16,32.86,"Naval Air Station Jacksonville, Florida",30.2198,-81.6842,,2025-11-26T00:00:00.0000,https://www.usajobs.gov:443/job/851126200,32082,0.56
DE-12838261-26-DJC,AIRCRAFT OXYGEN EQUIPMENT WORKER,Naval Air Systems Command,federal,usajobs,23.02,26.83,"Naval Air Station Jacksonville, Florida",30.2198,-81.6842,,2025-11-24T00:00:00.0000,https://www.usajobs.gov:443/job/850798200,32082,0.56
DE-12838136-26-NB,METALS INSPECTOR,Naval Air Systems Command,federal,usajobs,26.43,30.82,"Naval Air Station Jacksonville, Florida",30.2198,-81.6842,,2025-11-20T00:00:00.0000,https://www.usajobs.gov:443/job/850495900,32082,0.56
JAX-26-12858862,Non-Medical Clinical Counselor,"Commander, Navy Installations",federal,usajobs,88621,94531,"Naval Air Station Jacksonville, Florida",30.2198,-81.6842,,2025-12-30T10:37:53.9900,https://www.usajobs.gov:443/job/853321600,32082,0.56
DE-12838283-26-SS,AIRCRAFT WORKER,Naval Air Systems Command,federal,usajobs,24.72,28.8,"Naval Air Station Jacksonville, Florida",30.2198,-81.6842,,2025-11-21T00:00:00.0000,https://www.usajobs.gov:443/job/850589000,32082,0.56
CNRSE-26-12858768,Accounting Technician,"Commander, Navy Installations",federal,usajobs,18.88,21,"Naval Air Station Jacksonville, Florida",30.2198,-81.6842,,2025-12-30T12:30:37.5330,https://www.usajobs.gov:443/job/853340600,32082,0.56
CNRSE-26-12844527,CYP Programs Analyst (Professional & Program Development),"Commander, Navy Installations",federal,usajobs,42.46,46,"Naval Air Station Jacksonville, Florida",30.2198,-81.6842,,2025-12-11T07:10:08.9470,https://www.usajobs.gov:443/job/852150500,32082,0.56
DE-12839956-26-MCH,PNEUDRAULIC SYSTEMS WORKER,Naval Air Systems Command,federal,usajobs,25.97,30.3,"Naval Air Station Jacksonville, Florida",30.2198,-81.6842,,2025-11-26T00:00:00.0000,https://www.usajobs.gov:443/job/850915600,32082,0.56
5562101119,Director of Municipal Practice,Gpac,private,adzuna,112592.54,112592.54,"Jacksonville Beach, Duval County",30.294686,-81.39314,False,2026-01-01T01:04:05Z,https://www.adzuna.com/details/5562101119?utm_medium=api&utm_source=516145e7,32082,0.56
AAC-FAA-26-PUB NOT-96467,Public Notice for General Engineer (Direct Hire),Federal Aviation Administration,federal,usajobs,34454,162672,"Green Cove Springs, Florida",29.991865,-81.67941,,2025-12-12T00:00:00.0000,https://www.usajobs.gov:443/job/852270000,32082,0.55
5540568141,Nurse Supervisor,Encompass Health Rehabilitation Hospital of Jacksonville,private,adzuna,44809.33,44809.33,"Julington Creek, St. Johns County",30.216959,-81.54219,False,2025-12-12T21:17:57Z,https://www.adzuna.com/land/ad/5540568141?se=bixZ2Cjr8BG33eJMIhYvQQ&utm_medium=api&utm_source=516145e7&v=B68D88C2941B23253ED70723488EF937D844DA77,32082,0.55
AAC-FAA-26-PUB NOT-96673,Public Notice for Aerospace Engineer (Direct Hire),Federal Aviation Administration,federal,usajobs,52998,172257,"Green Cove Springs, Florida",29.991865,-81.67941,,2025-12-12T00:00:00.0000,https://www.usajobs.gov:443/job/852274600,32082,0.55
DE-12839562-26-PLD,SECURITY GUARD,"Commander, Navy Installations",federal,usajobs,44959,63537,"Naval Air Station Jacksonville, Florida",30.236395,-81.68085,,2025-12-04T00:00:00.0000,https://www.usajobs.gov:443/job/851281200,32082,0.55
5563962713,LF Sales Rep,Leaf Home,private,adzuna,146541.98,146541.98,"Atlantic Beach, Duval County",30.2764,-81.4609,False,2026-01-01T19:44:31Z,https://www.adzuna.com/details/5563962713?utm_medium=api&utm_source=516145e7,32082,0.55
ACT-FAA-26-PUB NOT-96787,"Public Notice for General Inspection, Investigation, Enforcement, and Compliance (Direct Hire)",Federal Aviation Administration,federal,usajobs,52998,172257,"Green Cove Springs, Florida",29.991865,-81.67941,,2025-12-30T00:00:00.0000,https://www.usajobs.gov:443/job/853256200,32082,0.55
5565203531,Insurance Quoting Rep I,Triad Financial Services Inc,private,adzuna,58937.34,58937.34,"Atlantic Beach, Duval County",30.2764,-81.4609,False,2026-01-02T14:56:21Z,https://www.adzuna.com/details/5565203531?utm_medium=api&utm_source=516145e7,32082,0.55
FAA-AHF-26-PUB NOT-96448,"PUBLIC NOTICE - Airway Transportation Systems Specialist (G- ENV, RAD, NAV, AUT, COM & F ENTRY)",Federal Aviation Administration,federal,usajobs,68863,82154,"Green Cove Springs, Florida",29.991865,-81.67941,,2025-10-03T00:00:00.0000,https://www.usajobs.gov:443/job/847375300,32082,0.55
5563962581,LHWS Sales Rep,Leaf Home,private,adzuna,127443.24,127443.24,"Atlantic Beach, Duval County",30.2764,-81.4609,False,2026-01-01T19:44:30Z,https://www.adzuna.com/details/5563962581?utm_medium=api&utm_source=516145e7,32082,0.55
ST-12856870-26-DEM,EMERGENCY MANAGEMENT SPECIALIST,"Commander, Navy Installations",federal,usajobs,88621,115213,"Naval Air Station Jacksonville, Florida",30.236395,-81.68085,,2025-12-30T00:00:00.0000,https://www.usajobs.gov:443/job/853263600,32082,0.55
5562452675,Part Time Operating Room Nurse,Jacksonville Surgery Center,private,adzuna,64794.42,64794.42,"Julington Creek, St. Johns County",30.216959,-81.54219,False,2026-01-01T05:33:27Z,https://www.adzuna.com/land/ad/5562452675?se=SLOp1ijr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=ADBFCFA2868861AC2231B75E5CFA8E3F0682C317,32082,0.55
DE-12831459-26-CAB,EMERGENCY RESPONSE DISPATCHER,"Commander, Navy Installations",federal,usajobs,44959,64952,"Naval Air Station Jacksonville, Florida",30.236395,-81.68085,,2025-11-12T00:00:00.0000,https://www.usajobs.gov:443/job/849749400,32082,0.55
HSJT251511728810HW,Clinical Psychologist (Behavioral Health Consultant),Military Treatment Facilities under DHA,federal,usajobs,105383,137000,"Jacksonville Naval Hospital, Florida",30.229324,-81.69942,,2025-12-31T11:56:53.5330,https://www.usajobs.gov:443/job/853421700,32082,0.54
5428711183,"Youth Development Specialist - Relocation to Hershey, PA Required",F,private,adzuna,75168.72,75168.72,"Neptune Beach, Duval County",30.31554,-81.41478,False,2025-10-03T01:19:15Z,https://www.adzuna.com/land/ad/5428711183?se=bixZ2Cjr8BG33eJMIhYvQQ&utm_medium=api&utm_source=516145e7&v=369F44968B3AE9E694E8235FD53A2E9AE036FF50,32082,0.54
DE-12840069-26-LMM,Aircraft Engine Repairer,Naval Air Systems Command,federal,usajobs,24.72,28.8,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-01T00:00:00.0000,https://www.usajobs.gov:443/job/851105500,32082,0.53
DECA-26-12815119-OC-DH,Sales Store Checker,Defense Commissary Agency,federal,usajobs,17.3,21.24,"Jacksonville, Florida",30.33138,-81.6558,,2025-10-17T00:00:00.0000,https://www.usajobs.gov:443/job/848175700,32082,0.53
MCFU-26-12837411-DHAS,Security Guard,United States Army Installation Management Command,federal,usajobs,38407,49927,"Jacksonville, Florida",30.33138,-81.6558,,2025-11-21T10:55:56.8730,https://www.usajobs.gov:443/job/850622000,32082,0.53
DECA-26-12815213-OC-DH,Store Worker,Defense Commissary Agency,federal,usajobs,19.38,23.56,"Jacksonville, Florida",30.33138,-81.6558,,2025-10-24T00:00:00.0000,https://www.usajobs.gov:443/job/848659200,32082,0.53
FAA-ATO-26-PUBNOT-96438,Air Traffic Control Specialist (Direct Hire Enhanced CTI Program/E-CTI),Federal Aviation Administration,federal,usajobs,46560,175785,"Jacksonville, Florida",30.33138,-81.6558,,2025-10-03T00:00:00.0000,https://www.usajobs.gov:443/job/847388600,32082,0.53
DECA-26-12815246-OC-DH,Meatcutting Worker,Defense Commissary Agency,federal,usajobs,20.22,26.1,"Jacksonville, Florida",30.33138,-81.6558,,2025-10-24T00:00:00.0000,https://www.usajobs.gov:443/job/848812300,32082,0.53
25-FLM-12819648-AUSA,Assistant United States Attorney (Criminal) TERM Appointment,Executive Office for U.S. Attorneys and the Office of the U.S. Attorneys,federal,usajobs,73939,193394,"Jacksonville, Florida",30.33138,-81.6558,,2025-10-27T00:00:00.0000,https://www.usajobs.gov:443/job/848901900,32082,0.53
FL-12847605-AF-T32-26-151,AIRCRAFT ORDNANCE SYSTEMS MECHANIC LEADER (TITLE 32),Air National Guard Units,federal,usajobs,39.2,45.74,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-09T13:22:17.7870,https://www.usajobs.gov:443/job/851961200,32082,0.53
FAA-AHF-26-PUB NOT-96448,"PUBLIC NOTICE - Airway Transportation Systems Specialist (G- ENV, RAD, NAV, AUT, COM & F ENTRY)",Federal Aviation Administration,federal,usajobs,68863,82154,"Jacksonville, Florida",30.33138,-81.6558,,2025-10-03T00:00:00.0000,https://www.usajobs.gov:443/job/847375300,32082,0.53
25-FLM-12819594-AUSA,Assistant United States Attorney (Criminal),Executive Office for U.S. Attorneys and the Office of the U.S. Attorneys,federal,usajobs,73939,193394,"Jacksonville, Florida",30.33138,-81.6558,,2025-10-27T00:00:00.0000,https://www.usajobs.gov:443/job/848902300,32082,0.53
DECA-26-12815164-OC-DH,Store Associate,Defense Commissary Agency,federal,usajobs,17.64,22.62,"Jacksonville, Florida",30.33138,-81.6558,,2025-10-17T00:00:00.0000,https://www.usajobs.gov:443/job/848203300,32082,0.53
FL-12847835-AF-T32-26-152,ELECTRONIC INTEGRATED SYSTEMS MECHANIC (TITLE 32),Air National Guard Units,federal,usajobs,37.67,46.31,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-09T13:32:20.2630,https://www.usajobs.gov:443/job/851963100,32082,0.53
26-FLM-12854461-VLS,Volunteer Law Student Summer 2026,Executive Office for U.S. Attorneys and the Office of the U.S. Attorneys,federal,usajobs,0,0,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-16T11:26:47.9000,https://www.usajobs.gov:443/job/852562200,32082,0.53
CBTC-12859408-26-CJ,Supervisory Social Worker,Veterans Health Administration,federal,usajobs,116852,151910,"Jacksonville, Florida",30.33138,-81.6558,,2026-01-05T12:08:40.1800,https://www.usajobs.gov:443/job/853551200,32082,0.53
F-NC-26-12840867-MP-NAH,INTELLIGENCE RESEARCH SPECIALIST,Drug Enforcement Administration,federal,usajobs,63163,98422,"Jacksonville, Florida",30.33138,-81.6558,,2026-01-05T00:00:00.0000,https://www.usajobs.gov:443/job/853434100,32082,0.53
AEA-AFS-26-CCD-96802,Supervisory Aviation Safety Inspector (Front Line Manager),Federal Aviation Administration,federal,usajobs,94544,146571,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-30T00:00:00.0000,https://www.usajobs.gov:443/job/853290600,32082,0.53
CBTC-12838383-26-OG,Supervisory Medical Support Assistant,Veterans Health Administration,federal,usajobs,57518,75164,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-29T13:58:15.3730,https://www.usajobs.gov:443/job/853261400,32082,0.53
CBPO DH GS9 26-4,Customs and Border Protection Officer,Customs and Border Protection,federal,usajobs,61111,124443,"Jacksonville, Florida",30.33138,-81.6558,,2026-01-01T00:00:00.0000,https://www.usajobs.gov:443/job/853257600,32082,0.53
ACT-FAA-26-PUB NOT-96795,"Public Notice for General Inspection, Investigation, Enforcement, and Compliance (Direct Hire)",Federal Aviation Administration,federal,usajobs,34454,162672,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-30T00:00:00.0000,https://www.usajobs.gov:443/job/853257300,32082,0.53
CBTC-12856211-26-DRD,Social Work-Behavioral Health Interdisciplinary Program,Veterans Health Administration,federal,usajobs,84619,110000,"Jacksonville, Florida",30.33138,-81.6558,,2026-01-02T00:00:00.0000,https://www.usajobs.gov:443/job/853101100,32082,0.53
26-FLM-12857286-MP,Victim Witness Specialist,Executive Office for U.S. Attorneys and the Office of the U.S. Attorneys,federal,usajobs,49960,96116,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-22T15:11:07.0570,https://www.usajobs.gov:443/job/853080900,32082,0.53
OPLA-ILPD-12857364-JP,General Attorney (Appellate),Immigration and Customs Enforcement,federal,usajobs,63795,139684,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-15T00:00:00.0000,https://www.usajobs.gov:443/job/853056900,32082,0.53
DE-12854504-26-PLD,SECURITY ASSISTANT (OA),"Commander, Navy Installations",federal,usajobs,40332,52426,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-19T00:00:00.0000,https://www.usajobs.gov:443/job/852558200,32082,0.53
AAC-FAA-26-PUB NOT-96467,Public Notice for General Engineer (Direct Hire),Federal Aviation Administration,federal,usajobs,34454,162672,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-12T00:00:00.0000,https://www.usajobs.gov:443/job/852270000,32082,0.53
AAC-AFN-26-AMA250-96665,Aviation Safety Inspector  (Airworthiness Instructor),Federal Aviation Administration,federal,usajobs,106382,138296,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-16T00:00:00.0000,https://www.usajobs.gov:443/job/852481700,32082,0.53
AAC-AFN-26-AMA230-96660,Aviation Safety Inspector  (GA Operations Instructor),Federal Aviation Administration,federal,usajobs,106382,138296,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-16T00:00:00.0000,https://www.usajobs.gov:443/job/852480200,32082,0.53
DECA-26-CCP-12847965-MP,Commissary Officer,Defense Commissary Agency,federal,usajobs,63163,138296,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-14T12:42:25.6100,https://www.usajobs.gov:443/job/852398300,32082,0.53
DECA-26-CCP-12847837-MP,Assistant Commissary Officer,Defense Commissary Agency,federal,usajobs,57489,117034,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-14T12:32:51.4300,https://www.usajobs.gov:443/job/852398200,32082,0.53
DECA-26-CCP-12847729-MP,Store Manager,Defense Commissary Agency,federal,usajobs,52205,98422,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-14T12:23:03.1230,https://www.usajobs.gov:443/job/852398000,32082,0.53
DECA-26-CCP-12847505-MP,Grocery Department Manager,Defense Commissary Agency,federal,usajobs,47265,82108,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-14T12:01:11.7230,https://www.usajobs.gov:443/job/852397500,32082,0.53
DECA-26-CCP-12847432-MP,Meat Department Manager,Defense Commissary Agency,federal,usajobs,42679,74733,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-14T11:32:43.2700,https://www.usajobs.gov:443/job/852397100,32082,0.53
DECA-26-CCP-12847312-MP,Assistant Grocery Department Manager,Defense Commissary Agency,federal,usajobs,42679,74733,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-14T11:17:50.3470,https://www.usajobs.gov:443/job/852397000,32082,0.53
DECA-26-CCP-12847082-MP,Produce Department Manager,Defense Commissary Agency,federal,usajobs,38407,67865,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-14T10:46:00.0670,https://www.usajobs.gov:443/job/852396800,32082,0.53
SAB-26-Q1-CI,Special Agent,U.S. Secret Service,federal,usajobs,48371,117034,"Jacksonville, Florida",30.33138,-81.6558,,2025-10-01T00:00:00.0000,https://www.usajobs.gov:443/job/847106700,32082,0.53
AAC-FAA-26-PUB NOT-96673,Public Notice for Aerospace Engineer (Direct Hire),Federal Aviation Administration,federal,usajobs,52998,172257,"Jacksonville, Florida",30.33138,-81.6558,,2025-12-12T00:00:00.0000,https://www.usajobs.gov:443/job/852274600,32082,0.53
FAA-FAA-26-PUB NOT-96466,Public Notice for Air Traffic Control Specialist (Direct Hire),Federal Aviation Administration,federal,usajobs,43727,165088,"Jacksonville, Florida",30.33138,-81.6558,,2025-10-03T00:00:00.0000,https://www.usajobs.gov:443/job/847375100,32082,0.53
DE-12806506-25-DWG,POLICE OFFICER,U.S. Marine Corps,federal,usajobs,38802,69912,"Jacksonville, Florida",30.33138,-81.6558,,2025-09-29T00:00:00.0000,https://www.usajobs.gov:443/job/846888900,32082,0.53
AGL-ERR-25-2101-96016,Technical Operations (AJW) Airway Transportation Systems Specialist Employee Requested Reassignment,Federal Aviation Administration,federal,usajobs,46366,146571,"Jacksonville, Florida",30.33138,-81.6558,,2025-09-29T00:00:00.0000,https://www.usajobs.gov:443/job/846713900,32082,0.53
25-FLMPT-16,U.S. Pretrial Services Officer,U.S. Courts,federal,usajobs,59133,115213,"Jacksonville, Florida",30.33138,-81.6558,,2025-09-16T00:00:00.0000,https://www.usajobs.gov:443/job/846383900,32082,0.53
PUBLICNOTICE-DEA-BA2025,PUBLIC NOTICE- DEA Criminal Investigators,Drug Enforcement Administration,federal,usajobs,48854,82938,"Jacksonville, Florida",30.33138,-81.6558,,2025-03-17T00:00:00.0000,https://www.usajobs.gov:443/job/833745400,32082,0.53
5498187951,CT Scan Technologist,Ascension,private,adzuna,103002.36,103002.36,"Atlantic Beach, Duval County",30.303355,-81.512669,False,2025-11-15T15:06:55Z,https://www.adzuna.com/land/ad/5498187951?se=SLOp1ijr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=4B13FFB648174A0F3F0575AAE3A6F116709DCC1D,32082,0.52
5496972325,CT Tech,Ascension,private,adzuna,368747.44,368747.44,"Atlantic Beach, Duval County",30.303355,-81.512669,False,2025-11-14T21:03:31Z,https://www.adzuna.com/land/ad/5496972325?se=bixZ2Cjr8BG33eJMIhYvQQ&utm_medium=api&utm_source=516145e7&v=4703F9AFE9F392F4AE8513C6F57682608CD982A7,32082,0.52
5395942844,Physical Therapist Assistant - Mobile Outpatient,H2 Health,private,adzuna,99842.07,99842.07,"Fruit Cove, St. Johns County",30.157493,-81.624742,False,2025-09-12T12:45:07Z,https://www.adzuna.com/details/5395942844?utm_medium=api&utm_source=516145e7,32082,0.51
5562504259,LEAD Nurse RN Oncology,HCA Florida Memorial Hospital,private,adzuna,45513.11,45513.11,"Atlantic Beach, Duval County",30.2783,-81.5821,False,2026-01-01T05:59:43Z,https://www.adzuna.com/land/ad/5562504259?se=bixZ2Cjr8BG33eJMIhYvQQ&utm_medium=api&utm_source=516145e7&v=28E4696E9DFA85709317770E809CD0440DC9FAC5,32082,0.5
5562504369,RN Critical Care,HCA Florida Memorial Hospital,private,adzuna,103201.17,103201.17,"Atlantic Beach, Duval County",30.2783,-81.5821,False,2026-01-01T05:59:44Z,https://www.adzuna.com/land/ad/5562504369?se=SLOp1ijr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=BA03E06F24EF6AC277E910541A0C2A48008D0BFC,32082,0.5
5518729137,Computerized Tomography Technologist CT,Ascension,private,adzuna,118020.28,118020.28,"Atlantic Beach, Duval County",30.2783,-81.5821,False,2025-11-28T21:58:55Z,https://www.adzuna.com/land/ad/5518729137?se=SLOp1ijr8BGUzIEU4UCoFA&utm_medium=api&utm_source=516145e7&v=99CB8F005A099F4DF8522204004A76620F883594,32082,0.5
5562510602,Physical Therapist (PRN),Encompass Health Rehabilitation Hospital of Daytona Beach,private,adzuna,89108.55,89108.55,"Villano Beach, St. Johns County",29.886254,-81.341855,False,2026-01-01T06:01:20Z,https://www.adzuna.com/land/ad/5562510602?se=bixZ2Cjr8BG33eJMIhYvQQ&utm_medium=api&utm_source=516145e7&v=CF34D5F9E1C42152AD24AF95DBEEAC8C811D2289,32082,0.5
5562504232,Free Standing ER RN St Augustine,HCA Florida Memorial Hospital,private,adzuna,83342.61,83342.61,"Atlantic Beach, Duval County",30.2783,-81.5821,False,2026-01-01T05:59:42Z,https://www.adzuna.com/land/ad/5562504232?se=bixZ2Cjr8BG33eJMIhYvQQ&utm_medium=api&utm_source=516145e7&v=E8F038281A7CF54691221041C592928551289837,32082,0.5
5540555286,Clinical Lead RN - Acute Rehab,Ascension,private,adzuna,49263.06,49263.06,"Atlantic Beach, Duval County",30.2783,-81.5821,False,2025-12-12T21:02:29Z,https://www.adzuna.com/land/ad/5540555286?se=bixZ2Cjr8BG33eJMIhYvQQ&utm_medium=api&utm_source=516145e7&v=25AFD85814FEC94F2CB68F87CA53A9B433A354E3,32082,0.5
